ID,PERSONA,AGENCIA,FECHA CIERRE,TIPO PRESTAMO,GARANTÍA ADMISIBLE,PLAZO,DÍAS MORA,CALIFICACIÓN OBJETIVA,CALIFICACIÓN ARRASTRE,SALDO APORTES,SALDO CAPITAL,DESTINO,SEXO,EDAD,ESTRATO,ESTADO CIVIL,PERSONAS A CARGO,NIVEL DE ESTUDIOS,OCUPACION,ACTIVIDAD ECONOMICA,TIENE VEHICULO,TIENE VIVIENDA,DIFERENCIA INGRESOS EGRESOS,TIPO VIVIENDA,ANTIGUEDAD NEGOCIO,TOTAL ACTIVOS,CIUDAD_NAME,CAPITAL_INICIAL,CUOTA,TASA_NOMINAL,ENDEUDAMIENTO PARALELO,
1484915,44524,QUIMBAYA,6/30/2019,Microcrédito,0,12,0,A,A,50854.28,1600000,COMPRA DE MERCANCIA ,Masculino,45,2,Soltero,Cero,Bachillerato,INDEPENDIENTE,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,N,N,1220000, FAMILIAR ,1/1/2018,2560000,QUIMBAYA,1600000,146686.16,1.4998,1600000,
1484916,9607,ARMENIA,6/30/2019,Consumo,0,3,0,A,A,186687.25,210000,PAGO DE SEGUROS ,Masculino,50,3,Casado,Una,Universitario,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,Y,2620001, FAMILIAR ,1/1/1900,0,ARMENIA,210000,73012.46,2.1367,11194122.85,
1484917,34766,ARMENIA,6/30/2019,Microcrédito,0,18,0,A,A,58658.62,1300000,REMODELACION DE INMUEBLE ,Masculino,62,1,Soltero,Cero,Bachillerato,INDEPENDIENTE,"Confección de prendas de vestir, excepto prendas de piel",N,Y,520700, PROPIA ,1/1/1988,51550000,CIRCASIA,1300000,82946.03,1.4998,1300000,
1484918,3076,CHINCHINA,6/30/2019,Microcrédito,0,48,0,A,A,256687,20700000,COMPRA DE CARTERA COMERCIAL ,Femenino,44,2,Union Libre,Una,Bachillerato,INDEPENDIENTE,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles.",Y,Y,1794582, PROPIA ,2/10/2002,249617000,CHINCHINA,20700000,745324.07,2.5,20700000,
1484919,48992,CHINCHINA,6/30/2019,Consumo,0,36,0,A,A,49687,1750000,LIBRE INVERSIÓN,Femenino,47,2,Union Libre,Cero,Primaria,INDEPENDIENTE,Transporte de carga por carretera,Y,N,1150000, FAMILIAR ,2/15/2004,47000000,CHINCHINA,1750000,70173.79,2.1367,1750000,
1484920,7147,TULUA,6/30/2019,Consumo,0,24,0,A,A,49688,2000000,VACACIONES-VIAJES - RECREACION ,Femenino,51,2,Casado,Cero,Técnico,EMPLEADO,Asalariados,Y,N,506874, FAMILIAR ,1/21/2015,13500000,TULUA,2000000,107386.74,2.1367,2000000,
1484921,57867,TULUA,6/30/2019,Consumo,0,30,0,A,A,50812.95,3000000,COMPRA DE VEHICULO PARTICULAR,Masculino,33,2,Casado,Dos,Bachillerato,EMPLEADO,Asalariados,Y,N,239500, ARRENDADA ,3/18/2015,9500000,TULUA,3000000,136480.63,2.1367,3000000,
1484922,49009,MINORISTA,6/30/2019,Microcrédito,0,8,0,A,A,71806.61,1000000,COMPRA DE MERCANCIA ,Femenino,69,1,Viudo,Cero,Primaria,INDEPENDIENTE,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles.",N,N,986610, FAMILIAR ,1/1/1990,7715000,DOSQUEBRADAS,1000000,142156.68,2.9501,1000000,
1484923,38850,PEREIRA,6/30/2019,Microcrédito,0,36,0,A,A,51044.83,4800000,COMPRA DE MERCANCIA ,Femenino,45,3,Casado,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por menor de libros, periódicos, materiales y art. de papelería y escritorio, en locales especializados",N,N,716113, FAMILIAR ,1/1/2001,24704000,PEREIRA,4800000,218224.29,2.9501,4800000,
1484924,16442,ARMENIA,6/30/2019,Microcrédito,0,24,0,A,A,49687,2800000,,Masculino,52,2,Union Libre,Cero,Bachillerato,INDEPENDIENTE,Otras actividades de servicios personales n.c.p.,N,N,446000, FAMILIAR ,1/1/2014,33350000,ARMENIA,2800000,139784.24,1.4998,2800000,
1484925,46913,QUIMBAYA,6/30/2019,Consumo,0,24,0,A,A,53146.48,2500000,EDUCACION FORMAL Y NO FORMAL ,Femenino,42,2,Soltero,Una,Bachillerato,EMPLEADO,Asalariados,N,N,213000, ARRENDADA ,12/19/2016,5000000,QUIMBAYA,2500000,122646.82,1.35,2500000,
1484926,30759,QUIMBAYA,6/30/2019,Consumo,0,2,0,A,A,174850.29,150000,PAGO DE IMPUESTOS ,Masculino,52,2,Union Libre,Cero,Universitario,INDEPENDIENTE,Explotación mixta (agrícola y pecuaria).,N,Y,9201083, PROPIA ,1/1/2001,230000000,ARMENIA,150000,77412.26,2.1367,15094717.99,
1484927,1455,CHINCHINA,6/30/2019,Microcrédito,0,36,0,A,A,49687,5400000,COMPRA DE MUEBLES Y ENSERES,Masculino,31,3,Soltero,Cero,Bachillerato,INDEPENDIENTE,Otras actividades deportivas,N,N,3238333, FAMILIAR ,4/2/2015,60350000,MANIZALES,5400000,245502.33,2.9501,5400000,
1484928,8770,ARMENIA,6/30/2019,Microcrédito,0,36,0,A,A,49687,2800000,CAPITAL DE TRABAJO,Masculino,52,3,Casado,Una,Bachillerato,INDEPENDIENTE,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",N,N,3194000, FAMILIAR ,1/1/2000,27569000,BUENAVISTA,2800000,101223.34,1.4998,2800000,
1484929,64939,TULUA,6/30/2019,Microcrédito,0,12,0,A,A,49788,1670000,COMPRA DE MERCANCIA ,Masculino,27,2,Soltero,Cero,Universitario,INDEPENDIENTE,Peluquería y otros tratamientos de belleza,N,N,883967, FAMILIAR ,3/8/2017,10210000,ROLDANILLO,1670000,167670.55,2.9899,1670000,
1484930,54205,ARMENIA,6/30/2019,Microcrédito,0,12,0,A,A,50593.02,2800000,CAPITAL DE TRABAJO,Femenino,35,3,Casado,Una,Bachillerato,INDEPENDIENTE,"Comercio al por menor de todo tipo de calzado, art. de cuero y sucedaneos del cuero en establecimiento especializado",N,N,904626, FAMILIAR ,6/19/1984,13400000,ARMENIA,2800000,256700.78,1.4998,2800000,
1484931,641,TULUA,6/30/2019,Microcrédito,0,15,0,A,A,49788,2250000,COMPRA DE MERCANCIA ,Femenino,60,2,Soltero,Una,Primaria,INDEPENDIENTE,Expendio a la mesa de comidas preparadas,N,Y,264113, PROPIA ,2/20/2015,59829000,ZARZAL,2250000,188337.14,2.9899,2250000,
1484932,58665,TULUA,6/30/2019,Microcrédito,0,18,0,A,A,49788,4600000,COMPRA DE MERCANCIA ,Masculino,35,2,Soltero,Dos,Técnico,INDEPENDIENTE,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y art de tocador en locales especializados.",N,N,1383910, ARRENDADA ,1/5/2017,66200000,ROLDANILLO,4600000,331630.28,2.8997,4600000,
1484933,69723,TULUA,6/30/2019,Consumo,0,12,0,A,A,49788,3060000,COMPRA DE MUEBLES Y ENSERES,Femenino,33,2,Union Libre,Dos,Bachillerato,EMPLEADO,Asalariados,Y,N,685000, ARRENDADA ,1/15/2017,14500000,LA UNION,3060000,291126.98,2.0997,3060000,
1484934,30306,ARMENIA,6/30/2019,Microcrédito,2439396.317,10,0,A,A,206803.7,2800000,COMPRA DE MERCANCIA ,Masculino,28,2,Union Libre,Cero,Bachillerato,EMPLEADO,Comercio al por mayor de prendas de vestir,Y,N,1382000, FAMILIAR ,3/10/2015,11000000,MONTENEGRO,2800000,303612.48,1.4998,9878114.57,
1484935,36046,ARMENIA,6/30/2019,Microcrédito,0,36,0,A,A,49687,2800000,LIBRE INVERSIÓN,Masculino,68,3,Soltero,Cero,Primaria,INDEPENDIENTE,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles.",N,N,992000, ARRENDADA ,1/1/2015,7362550,BUENAVISTA,2800000,101223.34,1.4998,2800000,
1484936,44882,CHINCHINA,6/30/2019,Microcrédito,0,24,0,A,A,73187,2350000,REMODELACION DE INMUEBLE ,Femenino,23,2,Soltero,Cero,Técnico,INDEPENDIENTE,"Comercio al por menor de carne (incluye aves de corral), prod. carnico, pescado y prod. de mar, en establecimiento espec",N,N,895629, ARRENDADA ,1/1/2018,8395000,CHINCHINA,2350000,138016.6,2.9501,2350000,
1484937,56991,TULUA,6/30/2019,Consumo,0,24,0,A,A,49788,3100000,INSUMOS AGROPECUARIOS,Masculino,27,1,Soltero,Una,Universitario,EMPLEADO,Asalariados,N,Y,493000, FAMILIAR ,1/14/2019,36000000,LA UNION,3100000,162047.75,1.8999,3100000,
1484939,24272,TULUA,6/30/2019,Microcrédito,0,36,0,A,A,152442.45,5400000,REMODELACION DE INMUEBLE ,Masculino,38,3,Casado,Dos,Tecnológico,INDEPENDIENTE,Actividades de mensajería,N,N,993500, FAMILIAR ,6/1/2016,33600000,TULUA,5400000,246967.88,2.9899,5400000,
1484940,58653,TULUA,6/30/2019,Consumo,0,30,0,A,A,49788,3200000,REMODELACION DE INMUEBLE ,Femenino,52,2,Casado,Una,Técnico,EMPLEADO,Asalariados,N,N,1048000, FAMILIAR ,4/26/2015,9000000,LA UNION,3200000,144845.9,2.0997,3200000,
1484941,27169,ARMENIA,6/30/2019,Microcrédito,0,12,0,A,A,49687,1200000,CAPITAL DE TRABAJO,Masculino,53,1,Casado,Una,Bachillerato,INDEPENDIENTE,Otros tipos de expendio de comidas preparadas n.c.p.,N,N,279476, ARRENDADA ,3/3/2016,2780000,ARMENIA,1200000,110014.62,1.4998,1200000,
1484942,69003,BUGA,6/30/2019,Microcrédito,0,24,0,A,A,49688,3000000,COMPRA DE MERCANCIA ,Femenino,20,1,Union Libre,Una,Técnico,COMERCIO DE ALIMENTOS,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles.",N,N,421956, FAMILIAR ,1/1/2017,5750000,YOTOCO,3000000,171463.12,2.6998,3000000,
1484943,16054,BUGA,6/30/2019,Microcrédito,0,18,0,A,A,49788,1750000,COMPRA DE MUEBLES Y ENSERES,Masculino,23,2,Soltero,Una,Bachillerato,INDEPENDIENTE,Peluquería y otros tratamientos de belleza,N,N,863000, FAMILIAR ,1/1/2018,5840000,GUACARI,1750000,127242.37,3.0002,1750000,
1484944,248,SANTA ROSA,6/30/2019,Microcrédito,0,18,0,A,A,75576.32,2400000,REMODELACION DE INMUEBLE ,Femenino,41,2,Casado,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por menor en establecimiento no especializado con surtido comp principalmente por alimento, bebida o tabaco",N,N,484667, PROPIA ,6/1/2013,8000000,SANTA ROSA DE CABAL,2400000,174503.82,3.0002,2400000,
1484945,192,IBAGUE,6/30/2019,Microcrédito,0,10,0,A,A,49788,1200000,COMPRA DE MERCANCIA ,Femenino,43,2,Soltero,Cero,Bachillerato,INDEPENDIENTE,Mantenimiento y reparación de vehículos automotores.,N,N,676978, FAMILIAR ,6/8/2007,10228000,IBAGUE,1200000,140318.6,2.9501,1200000,
1484946,47346,QUIMBAYA,6/30/2019,Consumo,0,48,0,A,A,75031.53,6180000,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Femenino,56,2,Viudo,Cero,Bachillerato,INDEPENDIENTE,Rentistas de Capital solo personas Naturales,N,Y,1100000, PROPIA ,1/1/2008,265000000,QUIMBAYA,6180000,207124.6,2.1367,6180000,
1484947,27973,IBAGUE,6/30/2019,Microcrédito,0,30,0,A,A,49788,4500000,COMPRA DE MERCANCIA ,Masculino,59,2,Casado,Cuatro o m,Bachillerato,INDEPENDIENTE,Elaboración de comidas y platos preparados,N,Y,1261000, ARRENDADA ,1/5/2004,395479000,IBAGUE,4500000,228108.26,2.9501,4500000,
1484948,24246,TULUA,6/30/2019,Microcrédito,0,12,0,A,A,49841.24,1200000,CAPITAL DE TRABAJO,Masculino,57,2,Casado,Una,Primaria,INDEPENDIENTE,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",N,N,182885, FAMILIAR ,1/2/1998,4310000,BUGALAGRANDE,1200000,120481.83,2.9899,2045671.45,
1484949,62837,TULUA,6/30/2019,Microcrédito,0,36,0,A,A,2059901.28,10000000,REMODELACION DE INMUEBLE ,Masculino,59,2,Union Libre,Cero,Universitario,INDEPENDIENTE,Transporte de carga por carretera,Y,N,731825, ARRENDADA ,5/1/2005,41900000,TULUA,10000000,361511.92,1.4998,10000000,
1484950,45651,CHINCHINA,6/30/2019,Microcrédito,0,48,0,A,A,256687,20700000,COMPRA DE CARTERA COMERCIAL ,Femenino,46,3,Soltero,Una,Técnico,INDEPENDIENTE,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y art de tocador en locales especializados.",N,Y,4099511, PROPIA ,5/4/2004,261270000,MANIZALES,20700000,745324.07,2.5,20700000,
1484951,31086,PEREIRA,6/30/2019,Consumo,0,12,0,A,A,51788,2500000,COMPRA DE MOTOCICLETAS,Masculino,21,3,Soltero,Una,Bachillerato,EMPLEADO,Asalariados,N,N,457898, FAMILIAR ,3/16/2018,4000000,DOSQUEBRADAS,2500000,238388.11,2.1367,2500000,
1484952,33956,CHINCHINA,6/30/2019,Microcrédito,0,36,0,A,A,99687,5000000,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,54,2,Casado,Una,Bachillerato,INDEPENDIENTE,Actividades de apoyo a la agricultura,Y,N,6370955, FAMILIAR ,1/1/1989,11700000,CHINCHINA,5000000,220559.96,2.7501,5000000,
1484953,12015,ARMENIA,6/30/2019,Consumo,0,24,0,A,A,108603.92,5000000,VACACIONES-VIAJES - RECREACION ,Masculino,42,3,Casado,Dos,Universitario,EMPLEADO,Asalariados,N,Y,9759323, ARRENDADA ,5/3/2016,166133749,ARMENIA,5000000,252520.45,1.5997,15816538.23,
1484954,58656,ARMENIA,6/30/2019,Consumo,1087979.781,11,0,A,A,725707.99,1110000,PAGO DE SEGUROS ,Masculino,42,2,Casado,Dos,Bachillerato,EMPLEADO,Asalariados,N,Y,3393000, FAMILIAR ,1/1/1999,75000000,CIRCASIA,1110000,114301.27,2.1367,13875257.85,
1484955,40350,BUGA,6/30/2019,Microcrédito,0,36,0,A,A,54248.77,6540000,REMODELACION DE INMUEBLE ,Femenino,25,1,Soltero,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por menor en establecimiento no especializado con surtido comp principalmente por alimento, bebida o tabaco",Y,Y,331700, ARRENDADA ,5/2/2016,58400000,BUGA,6540000,299565.75,3.0002,6540000,
1484980,15571,TULUA,6/30/2019,Consumo,0,24,0,A,A,49688,3150000,SALUD-TRATAMIENTOS-CIRUGIAS -ODONTOLOGICOS,Femenino,26,3,Soltero,Cero,Universitario,EMPLEADO,Asalariados,N,N,665862, FAMILIAR ,1/18/2018,3000000,TRUJILLO,3150000,169172.18,2.1387,3150000,
1484981,16434,CHINCHINA,6/30/2019,Microcrédito,0,26,0,A,A,72887,2320000,COMPRA DE MUEBLES Y ENSERES,Masculino,68,3,Divorciado,Cero,Bachillerato,INDEPENDIENTE,Elaboración de productos lácteos,N,N,416000, ARRENDADA ,1/1/2017,16900000,CHINCHINA,2320000,129032.7,2.9501,2320000,
1484982,19306,ARMENIA,6/30/2019,Comercial,3702751.222,20,0,A,A,7721826.02,28000000,,Masculino,68,3,Casado,Dos,Bachillerato,INDEPENDIENTE,Comercio al por menor de combustible para automotores,Y,Y,12207000, PROPIA ,1/1/1999,3690000000,FILANDIA,28000000,2223325.14,4.8765,290188041.3,
1484983,48110,ARMENIA,6/30/2019,Comercial,36600000,60,0,A,A,599788,55000000,COMPRA VEHÍCULO PÚBLICO,Masculino,69,4,Casado,Una,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,N,N,3400000, PROPIA ,1/1/2010,863000000,ARMENIA,55000000,1432680.57,1.5997,55000000,
1484984,44828,CHINCHINA,6/30/2019,Consumo,0,6,0,A,A,220169.13,2385000,EDUCACION FORMAL Y NO FORMAL ,Femenino,21,3,Soltero,Una,Tecnológico,EMPLEADO,Asalariados,N,N,551000, FAMILIAR ,4/23/2018,6000000,CHINCHINA,2385000,416491.73,1.35,2385000,
1484985,36015,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,163822.91,4400000,COMPRA DE MOTOCICLETAS,Masculino,29,3,Union Libre,Una,Tecnológico,EMPLEADO,Asalariados,N,N,706065, FAMILIAR ,4/15/2018,10000000,ARMENIA,4400000,132016.96,1.5997,5874893.69,
1484986,650,TEBAIDA,6/30/2019,Microcrédito,0,30,0,A,A,232665.45,2800000,COMPRA DE CARTERA ,Masculino,35,2,Union Libre,Una,Técnico,INDEPENDIENTE,Instalaciones eléctricas de la construcción,N,Y,178973, PROPIA ,6/25/2008,38780000,LA TEBAIDA,2800000,116586.42,1.4998,2800000,
1484987,2292,QUIMBAYA,6/30/2019,Comercial,0,8,0,A,A,1291212.1,23000000,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,59,3,Soltero,Cero,Bachillerato,INDEPENDIENTE,Explotación mixta (agrícola y pecuaria).,N,N,17925250, PROPIA ,3/5/1999,20000000,QUIMBAYA,23000000,4412716.47,10.6435,50205170.5,
1484988,70499,ARMENIA,6/30/2019,Consumo,0,96,0,A,A,1211364.83,12903195.43,VACACIONES-VIAJES - RECREACION ,Femenino,42,2,Union Libre,Una,Técnico,EMPLEADO,Asalariados,Y,Y,1362098, PROPIA ,7/15/2003,97500000,CALARCA,13000000,184255.57,0.6727,12903195.43,
1484989,31042,SANTA ROSA,6/30/2019,Microcrédito,0,30,0,A,A,85788,3600000,COMPRA DE MERCANCIA ,Masculino,20,2,Soltero,Cero,Tecnológico,COMERCIANTE INDEPENDIENTE,Comercio al por menor de artículos y utensilios de uso domestico,N,N,1417659, FAMILIAR ,5/5/2018,6000000,SANTA ROSA DE CABAL,3600000,183674.08,3.0002,3600000,
1484990,23082,TEBAIDA,6/30/2019,Microcrédito,0,30,0,A,A,1750933.11,7500000,COMPRA DE MERCANCIA ,Femenino,53,3,Soltero,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",N,Y,5610000, PROPIA ,5/3/2015,188000000,LA TEBAIDA,7500000,312285.06,1.4998,7500000,
1484991,49777,PEREIRA,6/30/2019,Microcrédito,0,12,0,A,A,51788,2000000,COMPRA DE MERCANCIA ,Femenino,56,1,Casado,Cero,Primaria,INDEPENDIENTE,"Comercio al por menor en establecimiento no especializado con surtido comp principalmente por alimento, bebida o tabaco",N,N,674000, FAMILIAR ,1/1/2000,10450000,PEREIRA,2000000,208966.82,3.6637,2000000,
1484992,54988,ARMENIA,6/30/2019,Microcrédito,0,24,0,A,A,49687,2800000,CAPITAL DE TRABAJO,Femenino,30,3,Union Libre,Cero,Tecnológico,INDEPENDIENTE,Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimiento especializado,Y,N,304000, ARRENDADA ,6/27/2018,22370000,ARMENIA,2800000,139784.24,1.4998,2800000,
1484993,44492,SANTA ROSA,6/30/2019,Microcrédito,0,21,0,A,A,90145.76,3880000,INSUMOS AGROPECUARIOS,Masculino,52,2,Union Libre,Dos,Primaria,INDEPENDIENTE,Explotación mixta (agrícola y pecuaria).,N,N,-460223, FAMILIAR ,9/16/2017,14102000,SANTA ROSA DE CABAL,3880000,246877.67,2.8,3880000,
1484994,37291,ARMENIA,6/30/2019,Consumo,0,6,0,A,A,2344644.87,2727643.5,LIBRE INVERSIÓN,Masculino,51,2,Casado,Dos,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,Y,N,2671389, FAMILIAR ,1/1/2010,91200000,CALARCA,3250000,570453.06,1.4998,2727643.5,
1484995,66955,ARMENIA,6/30/2019,Comercial,0,48,0,A,A,989376.46,5000000,,Masculino,80,1,Union Libre,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,N,5473990, FAMILIAR ,3/10/2015,75086034,ARMENIA,5000000,156440.12,1.7998,5000000,
1484996,25030,FUNDADORES,6/30/2019,Consumo,1726736.05,36,0,A,A,248294.06,8000000,COMPRA DE CARTERA ,Masculino,46,2,Union Libre,Cero,Bachillerato,EMPLEADO,Asalariados,Y,N,1204815, FAMILIAR ,11/15/2012,20000000,ARMENIA,8000000,320794.47,2.1367,11582546.16,
1484997,59506,ARMENIA,6/30/2019,Consumo,1348933.144,11,0,A,A,49788,1090000,LIBRE INVERSIÓN,Masculino,44,3,Casado,Una,Doctorado,EMPLEADO,Asalariados,N,N,1832048, PROPIA ,8/31/2005,180000000,CALI,1090000,112254.51,2.1387,21090000,
1484998,59506,ARMENIA,6/30/2019,Consumo,24751066.86,48,0,A,A,49788,20000000,COMPRA DE VEHICULO PARTICULAR,Masculino,44,3,Casado,Una,Doctorado,EMPLEADO,Asalariados,N,N,1832048, PROPIA ,8/31/2005,180000000,CALI,20000000,625760.46,1.7998,21090000,
1484999,36451,ARMENIA,6/30/2019,Microcrédito,0,11,0,A,A,49687,2000000,CAPITAL DE TRABAJO,Masculino,43,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,N,N,427000, FAMILIAR ,3/3/1994,7534000,CIRCASIA,2000000,198585.4,1.4998,2000000,
1485000,29179,SANTA ROSA,6/30/2019,Microcrédito,0,36,0,A,A,123400.26,3800000,PAGO DE SEGUROS ,Masculino,60,3,Union Libre,Una,Primaria,INDEPENDIENTE,Transporte de carga por carretera,Y,N,827833, ARRENDADA ,1/1/2006,43750000,SANTA ROSA DE CABAL,3800000,174059.61,3.0002,3800000,
1485001,57894,ARMENIA,6/30/2019,Comercial,0,72,0,A,A,833384.1,70000000,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,51,3,Casado,Cero,Técnico,INDEPENDIENTE,Rentistas de Capital solo personas Naturales,N,Y,1142222, PROPIA ,12/22/2015,220000000,ARMENIA,70000000,1644251.49,1.5997,70000000,
1485002,17260,TULUA,6/30/2019,Microcrédito,0,24,0,A,A,1049788,5000000,COMPRA DE MERCANCIA ,Masculino,51,3,Casado,Una,Primaria,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",Y,N,1458965, FAMILIAR ,4/15/2001,66015000,ZARZAL,5000000,249614.71,1.4998,5000000,
1485003,46108,TULUA,6/30/2019,Microcrédito,0,24,0,A,A,49788,5000000,COMPRA DE CARTERA ,Femenino,59,2,Soltero,Cero,Primaria,INDEPENDIENTE,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles.",N,Y,409696, PROPIA ,5/15/2018,60657500,TORO,5000000,279564.1,2.5,5000000,
1485004,48568,TULUA,6/30/2019,Microcrédito,0,12,0,A,A,49788,1000000,COMPRA DE MERCANCIA ,Femenino,29,3,Soltero,Una,Bachillerato,INDEPENDIENTE,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,Y,N,223667, FAMILIAR ,9/18/2016,16875000,LA UNION,1000000,100401.53,2.9899,1000000,
1485005,23889,CHINCHINA,6/30/2019,Microcrédito,0,26,0,A,A,100091.94,3700000,COMPRA DE CARTERA AGROPECUARIA,Masculino,62,1,Soltero,Cero,Primaria,INDEPENDIENTE,Servicios de apoyo a la silvicultura.,N,N,543399, FAMILIAR ,2/5/1998,2000000,CHINCHINA,3700000,201092.8,2.7513,3700000,
1485006,69393,TEBAIDA,6/30/2019,Microcrédito,0,6,0,A,A,97688,500000,COMPRA DE MERCANCIA ,Femenino,44,3,Union Libre,Una,Primaria,INDEPENDIENTE,"Confección de prendas de vestir, excepto prendas de piel",N,N,14285188, ARRENDADA ,6/11/2009,7960000,LA TEBAIDA,500000,94339.28,3.6637,500000,
1485007,34419,TEBAIDA,6/30/2019,Microcrédito,0,24,0,A,A,201933.82,4500000,COMPRA DE MERCANCIA ,Masculino,41,2,Union Libre,Una,Bachillerato,INDEPENDIENTE,Elaboración de productos de panadería,N,N,396252, ARRENDADA ,1/1/2014,12650000,CALARCA,4500000,264269.98,2.9495,4500000,
1485008,61604,QUIMBAYA,6/30/2019,Microcrédito,0,6,0,A,A,125132.07,2800000,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,45,2,Soltero,Tres,Bachillerato,INDEPENDIENTE,"Fabricación de tanques, depósitos y recipientes de metal, excepto utilizados para envase o transporte de mercancía",Y,Y,4110000, PROPIA ,1/1/2000,127500000,QUIMBAYA,2800000,491467.25,1.4998,4900000,
1485009,42032,MINORISTA,6/30/2019,Consumo,0,48,0,A,A,81788,3000000,COMPRA DE MERCANCIA ,Femenino,28,3,Union Libre,Dos,Bachillerato,EMPLEADO,Asalariados,N,N,171148, FAMILIAR ,4/1/2016,8000000,PEREIRA,3000000,100545.92,2.1367,3000000,
1485010,41589,FUNDADORES,6/30/2019,Consumo,0,59,0,A,A,99788,8112320,COMPRA DE CARTERA ,Femenino,28,6,Soltero,Dos,Universitario,EMPLEADO,Asalariados,Y,N,1446000, FAMILIAR ,1/20/2015,50000000,ARMENIA,8112320,202931.52,1.4002,8112320,
1485011,38459,ARMENIA,6/30/2019,Microcrédito,0,36,0,A,A,58717.19,2800000,CAPITAL DE TRABAJO,Femenino,24,1,Soltero,Cero,Universitario,INDEPENDIENTE,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",Y,Y,686800, FAMILIAR ,1/1/2012,131900000,ARMENIA,2800000,101223.34,1.4998,2800000,
1485012,31546,QUIMBAYA,6/30/2019,Microcrédito,0,12,0,A,A,49687,1000000,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,54,1,Soltero,Cero,Bachillerato,INDEPENDIENTE,Otros tipos de expendio de comidas preparadas n.c.p.,N,N,304000, PROPIA ,5/2/1989,1000000,ARMENIA,1000000,91678.85,1.4998,1000000,
1485013,53799,CHINCHINA,6/30/2019,Consumo,0,48,0,A,A,49688,3300000,COMPRA DE MOTOCICLETAS,Masculino,67,2,Union Libre,Cero,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,N,N,1500000, FAMILIAR ,6/2/2010,37000000,CHINCHINA,3300000,110600.51,2.1367,3300000,
1485014,29168,ARMENIA,6/30/2019,Microcrédito,0,18,0,A,A,49687,2800000,CAPITAL DE TRABAJO,Femenino,26,3,Union Libre,Una,Técnico,INDEPENDIENTE,Otras actividades de servicios personales n.c.p.,N,N,365278, ARRENDADA ,1/3/2018,3993500,ARMENIA,2800000,178652.99,1.4998,2800000,
1485015,42087,TULUA,6/30/2019,Microcrédito,0,48,0,A,A,255915.59,4300000,COMPRA DE MUEBLES Y ENSERES,Femenino,26,2,Union Libre,Una,Tecnológico,INDEPENDIENTE,Peluquería y otros tratamientos de belleza,N,N,388500, FAMILIAR ,6/6/2006,2700000,TULUA,4300000,154825.77,2.5,4300000,
1485016,20174,TULUA,6/30/2019,Microcrédito,0,36,0,A,A,2579646.08,12600000,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,45,2,Casado,Dos,Bachillerato,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,Y,1607000, FAMILIAR ,4/9/2014,102400000,TRUJILLO,12600000,455505.01,1.4998,12600000,
1485017,36073,ARMENIA,6/30/2019,Consumo,0,24,0,A,A,322443.73,4000000,LIBRE INVERSIÓN,Masculino,70,3,Soltero,Cero,Bachillerato,INDEPENDIENTE,Actividades inmobiliarias realizadas con bienes propios o arrendados,N,Y,500000, PROPIA ,1/1/1900,300000000,ARMENIA,4000000,206718.61,1.7998,7973719.49,
